accession,cik,name,filing_date,acceptance_et,after_hours,items,llm_label
0001628280-19-014717,0001213037,"Cardiff Oncology, Inc.",2019-12-04,2019-12-04T12:15:12-05:00,False,"8.01,9.01",OTHER
0001628280-19-014171,0001213037,"Cardiff Oncology, Inc.",2019-11-14,2019-11-14T09:07:54-05:00,False,"8.01,9.01",CLINICAL
0001628280-19-013431,0001213037,"Cardiff Oncology, Inc.",2019-11-06,2019-11-06T12:41:55-05:00,False,"8.01,9.01",PRESENTATION
0001193125-19-276277,0001213037,"Cardiff Oncology, Inc.",2019-10-28,2019-10-28T16:52:03-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001628280-19-012452,0001213037,"Cardiff Oncology, Inc.",2019-10-22,2019-10-22T10:30:34-04:00,False,"8.01,9.01",CLINICAL
0001628280-19-012088,0001213037,"Cardiff Oncology, Inc.",2019-10-02,2019-10-02T10:33:33-04:00,False,"8.01,9.01",OTHER
0001628280-19-012043,0001213037,"Cardiff Oncology, Inc.",2019-10-01,2019-10-01T10:50:35-04:00,False,"8.01,9.01",CLINICAL
0001628280-19-011995,0001213037,"Cardiff Oncology, Inc.",2019-09-30,2019-09-30T12:46:22-04:00,False,"8.01,9.01",CLINICAL
0001104659-19-050671,0001213037,"Cardiff Oncology, Inc.",2019-09-19,2019-09-19T10:06:31-04:00,False,"8.01,9.01",CLINICAL
0001628280-19-011354,0001213037,"Cardiff Oncology, Inc.",2019-09-03,2019-09-03T12:33:04-04:00,False,"8.01,9.01",PRESENTATION
0001628280-19-011171,0001213037,"Cardiff Oncology, Inc.",2019-08-26,2019-08-26T13:50:14-04:00,False,"8.01,9.01",CLINICAL
0001104659-19-046145,0001213037,"Cardiff Oncology, Inc.",2019-08-15,2019-08-15T16:10:56-04:00,True,"8.01,9.01",PRESENTATION
0001104659-19-041217,0001213037,"Cardiff Oncology, Inc.",2019-07-22,2019-07-22T11:55:16-04:00,False,"8.01,9.01",PRESENTATION
0001104659-19-039671,0001213037,"Cardiff Oncology, Inc.",2019-07-09,2019-07-09T11:20:49-04:00,False,"8.01,9.01",OTHER
0001104659-19-032992,0001213037,"Cardiff Oncology, Inc.",2019-05-31,2019-05-31T09:09:47-04:00,False,"8.01,9.01",PRESENTATION
0001104659-19-031363,0001213037,"Cardiff Oncology, Inc.",2019-05-23,2019-05-23T09:25:43-04:00,False,"8.01,9.01",OTHER
0001104659-19-023054,0001213037,"Cardiff Oncology, Inc.",2019-04-23,2019-04-23T14:39:44-04:00,False,"8.01,9.01",OTHER
0001104659-19-020072,0001213037,"Cardiff Oncology, Inc.",2019-04-05,2019-04-05T10:03:54-04:00,False,"1.01,3.02,8.01,9.01",OTHER
0001193125-19-095338,0001213037,"Cardiff Oncology, Inc.",2019-04-02,2019-04-02T10:48:02-04:00,False,"8.01,9.01",CLINICAL
0001193125-19-094145,0001213037,"Cardiff Oncology, Inc.",2019-04-01,2019-04-01T13:10:33-04:00,False,"8.01,9.01",CLINICAL
0001193125-19-073028,0001213037,"Cardiff Oncology, Inc.",2019-03-13,2019-03-13T12:10:02-04:00,False,"8.01,9.01",OTHER
0001193125-19-071578,0001213037,"Cardiff Oncology, Inc.",2019-03-12,2019-03-12T11:19:02-04:00,False,"8.01,9.01",OTHER
0001193125-19-056253,0001213037,"Cardiff Oncology, Inc.",2019-02-28,2019-02-28T10:38:32-05:00,False,"8.01,9.01",PRESENTATION
0001193125-19-044909,0001213037,"Cardiff Oncology, Inc.",2019-02-20,2019-02-20T10:04:32-05:00,False,"5.03,8.01,9.01",OTHER
0001193125-19-039699,0001213037,"Cardiff Oncology, Inc.",2019-02-14,2019-02-14T10:43:02-05:00,False,"8.01,9.01",CLINICAL
0001193125-19-024055,0001213037,"Cardiff Oncology, Inc.",2019-01-31,2019-01-31T16:56:47-05:00,True,"5.03,8.01,9.01",OTHER
0001193125-19-021144,0001213037,"Cardiff Oncology, Inc.",2019-01-29,2019-01-29T17:23:33-05:00,True,"1.01,3.02,5.03,8.01,9.01",REGULATORY
0001193125-19-014479,0001213037,"Cardiff Oncology, Inc.",2019-01-23,2019-01-23T08:44:37-05:00,False,"8.01,9.01",OTHER
0001193125-19-009824,0001213037,"Cardiff Oncology, Inc.",2019-01-15,2019-01-15T16:57:07-05:00,True,"8.01,9.01",OTHER
0001193125-22-095275,0001226616,MEDICINOVA INC,2022-04-05,2022-04-04T18:01:01-04:00,True,8.01,OTHER
0001193125-21-165299,0001226616,MEDICINOVA INC,2021-05-18,2021-05-18T16:01:56-04:00,True,8.01,OTHER
0001193125-21-150688,0001226616,MEDICINOVA INC,2021-05-05,2021-05-05T06:06:01-04:00,False,8.01,OTHER
0001193125-21-023589,0001226616,MEDICINOVA INC,2021-02-01,2021-02-01T06:32:01-05:00,False,"3.02,8.01,9.01",OTHER
0001193125-21-006833,0001226616,MEDICINOVA INC,2021-01-12,2021-01-12T08:45:54-05:00,False,"1.01,3.02,8.01,9.01",OTHER
0000950170-25-076911,0001782303,"Boundless Bio, Inc.",2025-05-23,2025-05-23T16:06:08-04:00,True,"2.05,8.01",OTHER
0000950170-24-135768,0001782303,"Boundless Bio, Inc.",2024-12-12,2024-12-12T16:05:09-05:00,True,"5.02,7.01,8.01,9.01",CLINICAL
0001193125-24-084736,0001782303,"Boundless Bio, Inc.",2024-04-02,2024-04-02T16:01:34-04:00,True,"5.03,8.01,9.01",OTHER
0001193125-25-171747,0001835579,"ImageneBio, Inc.",2025-08-01,2025-08-01T16:59:33-04:00,True,"5.02,8.01,9.01",OTHER
0001193125-25-163990,0001835579,"ImageneBio, Inc.",2025-07-24,2025-07-24T09:18:39-04:00,False,8.01,OTHER
0001193125-25-162584,0001835579,"ImageneBio, Inc.",2025-07-22,2025-07-22T16:20:15-04:00,True,8.01,OTHER
0001193125-25-159400,0001835579,"ImageneBio, Inc.",2025-07-15,2025-07-15T16:50:41-04:00,True,"5.02,5.07,8.01,9.01",OTHER
0001193125-25-157867,0001835579,"ImageneBio, Inc.",2025-07-11,2025-07-11T08:34:05-04:00,False,"8.01,9.01",OTHER
0001193125-25-154016,0001835579,"ImageneBio, Inc.",2025-07-01,2025-07-01T16:15:28-04:00,True,"7.01,8.01,9.01",OTHER
0001193125-24-148112,0001835579,"ImageneBio, Inc.",2024-05-28,2024-05-28T16:24:07-04:00,True,"2.05,7.01,8.01,9.01",CLINICAL
0001193125-24-010227,0001835579,"ImageneBio, Inc.",2024-01-18,2024-01-18T16:26:52-05:00,True,"2.02,2.05,7.01,8.01,9.01",OTHER
0000950170-23-061519,0001835579,"ImageneBio, Inc.",2023-11-09,2023-11-09T07:09:22-05:00,False,"2.02,8.01,9.01",CLINICAL
0001193125-23-144274,0001835579,"ImageneBio, Inc.",2023-05-15,2023-05-15T09:09:10-04:00,False,"1.01,7.01,8.01,9.01",OTHER
0001193125-23-103005,0001835579,"ImageneBio, Inc.",2023-04-17,2023-04-17T09:14:00-04:00,False,"7.01,8.01,9.01",OTHER
0001193125-22-292953,0001835579,"ImageneBio, Inc.",2022-11-28,2022-11-28T08:18:15-05:00,False,"7.01,8.01,9.01",OTHER
0001193125-22-282059,0001835579,"ImageneBio, Inc.",2022-11-10,2022-11-10T09:11:32-05:00,False,"7.01,8.01,9.01",CLINICAL
0001193125-22-096765,0001835579,"ImageneBio, Inc.",2022-04-06,2022-04-06T07:04:01-04:00,False,8.01,OTHER
0000950170-25-109234,0000818033,"HERON THERAPEUTICS, INC. /DE/",2025-08-15,2025-08-15T07:45:32-04:00,False,"1.01,3.03,5.03,8.01,9.01",OTHER
0000950170-25-107416,0000818033,"HERON THERAPEUTICS, INC. /DE/",2025-08-12,2025-08-12T16:45:30-04:00,True,"1.01,5.03,8.01,9.01",OTHER
0000950170-25-105474,0000818033,"HERON THERAPEUTICS, INC. /DE/",2025-08-08,2025-08-08T07:45:30-04:00,False,"1.01,2.02,2.03,3.02,8.01,9.01",OTHER
0000950170-25-063967,0000818033,"HERON THERAPEUTICS, INC. /DE/",2025-05-06,2025-05-06T07:30:08-04:00,False,"8.01,9.01",OTHER
0000950170-24-132874,0000818033,"HERON THERAPEUTICS, INC. /DE/",2024-12-03,2024-12-03T17:15:07-05:00,True,8.01,OTHER
0001193125-24-013587,0000818033,"HERON THERAPEUTICS, INC. /DE/",2024-01-24,2024-01-24T08:01:00-05:00,False,"8.01,9.01",REGULATORY
0001193125-23-302150,0000818033,"HERON THERAPEUTICS, INC. /DE/",2023-12-22,2023-12-22T16:30:04-05:00,True,8.01,REGULATORY
0000950170-23-007473,0000818033,"HERON THERAPEUTICS, INC. /DE/",2023-03-13,2023-03-13T09:11:45-04:00,False,"8.01,9.01",REGULATORY
0000950170-23-006139,0000818033,"HERON THERAPEUTICS, INC. /DE/",2023-03-06,2023-03-06T09:11:09-05:00,False,"8.01,9.01",OTHER
0000950170-22-027082,0000818033,"HERON THERAPEUTICS, INC. /DE/",2022-12-29,2022-12-29T09:10:31-05:00,False,"8.01,9.01",REGULATORY
0001564590-22-031836,0000818033,"HERON THERAPEUTICS, INC. /DE/",2022-09-19,2022-09-19T08:00:54-04:00,False,"8.01,9.01",REGULATORY
0001564590-22-010729,0000818033,"HERON THERAPEUTICS, INC. /DE/",2022-03-17,2022-03-17T08:45:16-04:00,False,"8.01,9.01",REGULATORY
0001564590-21-059819,0000818033,"HERON THERAPEUTICS, INC. /DE/",2021-12-09,2021-12-09T08:05:15-05:00,False,"8.01,9.01",REGULATORY
0001564590-21-057541,0000818033,"HERON THERAPEUTICS, INC. /DE/",2021-11-18,2021-11-18T07:40:15-05:00,False,"8.01,9.01",REGULATORY
0001564590-21-049889,0000818033,"HERON THERAPEUTICS, INC. /DE/",2021-10-04,2021-10-04T08:40:21-04:00,False,"8.01,9.01",REGULATORY
0001564590-21-027241,0000818033,"HERON THERAPEUTICS, INC. /DE/",2021-05-13,2021-05-13T08:25:43-04:00,False,"8.01,9.01",REGULATORY
0001564590-20-053742,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-11-13,2020-11-13T08:40:21-05:00,False,"8.01,9.01",REGULATORY
0001564590-20-044749,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-09-28,2020-09-28T08:41:33-04:00,False,"8.01,9.01",REGULATORY
0001564590-20-042727,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-09-08,2020-09-08T08:41:30-04:00,False,"8.01,9.01",REGULATORY
0001564590-20-033338,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-07-24,2020-07-24T08:40:28-04:00,False,"8.01,9.01",REGULATORY
0001564590-20-032445,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-07-16,2020-07-16T08:40:15-04:00,False,"8.01,9.01",OTHER
0001564590-20-031058,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-06-29,2020-06-29T16:06:13-04:00,True,"8.01,9.01",REGULATORY
0001564590-20-025913,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-05-18,2020-05-18T09:11:53-04:00,False,"8.01,9.01",REGULATORY
0001564590-20-005303,0000818033,"HERON THERAPEUTICS, INC. /DE/",2020-02-19,2020-02-19T16:37:23-05:00,True,"8.01,9.01",REGULATORY
0001564590-19-045076,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-12-03,2019-12-03T07:41:12-05:00,False,"8.01,9.01",REGULATORY
0001564590-19-038027,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-10-28,2019-10-28T08:41:10-04:00,False,"8.01,9.01",REGULATORY
0001564590-19-037287,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-10-22,2019-10-22T08:42:08-04:00,False,"8.01,9.01",REGULATORY
0001564590-19-036139,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-10-02,2019-10-02T07:57:49-04:00,False,"7.01,8.01,9.01",CLINICAL
0001564590-19-036000,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-10-01,2019-10-01T08:42:22-04:00,False,"8.01,9.01",REGULATORY
0001193125-19-195218,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-07-17,2019-07-17T08:30:33-04:00,False,"3.01,8.01",OTHER
0001193125-19-130962,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-05-01,2019-05-01T08:06:55-04:00,False,"8.01,9.01",REGULATORY
0001193125-19-093695,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-04-01,2019-04-01T08:35:33-04:00,False,"8.01,9.01",REGULATORY
0001193125-19-070125,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-03-11,2019-03-11T08:39:02-04:00,False,"8.01,9.01",CLINICAL
0001193125-19-051944,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-02-26,2019-02-26T16:10:32-05:00,True,"8.01,9.01",REGULATORY
0001193125-19-001151,0000818033,"HERON THERAPEUTICS, INC. /DE/",2019-01-03,2019-01-03T08:35:35-05:00,False,"8.01,9.01",CLINICAL
0001193125-25-202865,0001339970,aTYR PHARMA INC,2025-09-15,2025-09-15T08:30:27-04:00,False,"8.01,9.01",CLINICAL
0000950170-24-085058,0001339970,aTYR PHARMA INC,2024-07-22,2024-07-22T08:30:15-04:00,False,8.01,OTHER
0000950170-24-065899,0001339970,aTYR PHARMA INC,2024-05-29,2024-05-29T16:03:07-04:00,True,"5.02,5.05,5.07,8.01,9.01",OTHER
0000950170-23-049802,0001339970,aTYR PHARMA INC,2023-09-26,2023-09-26T09:01:19-04:00,False,"7.01,8.01,9.01",PRESENTATION
0000950170-23-047360,0001339970,aTYR PHARMA INC,2023-09-11,2023-09-11T08:04:08-04:00,False,8.01,CLINICAL
0000950170-23-002384,0001339970,aTYR PHARMA INC,2023-02-09,2023-02-09T16:48:04-05:00,True,"8.01,9.01",OTHER
0000950170-23-001836,0001339970,aTYR PHARMA INC,2023-02-06,2023-02-06T08:03:30-05:00,False,8.01,OTHER
0000950170-22-016670,0001339970,aTYR PHARMA INC,2022-08-11,2022-08-11T08:27:00-04:00,False,8.01,REGULATORY
0001564590-22-020476,0001339970,aTYR PHARMA INC,2022-05-17,2022-05-17T08:04:32-04:00,False,"8.01,9.01",PRESENTATION
0001564590-21-048145,0001339970,aTYR PHARMA INC,2021-09-16,2021-09-16T17:13:17-04:00,True,"8.01,9.01",OTHER
0001564590-21-047679,0001339970,aTYR PHARMA INC,2021-09-13,2021-09-13T08:30:49-04:00,False,"8.01,9.01",CLINICAL
0001564590-21-023319,0001339970,aTYR PHARMA INC,2021-05-04,2021-05-04T16:03:45-04:00,True,"8.01,9.01",OTHER
0001564590-21-013011,0001339970,aTYR PHARMA INC,2021-03-15,2021-03-15T08:09:17-04:00,False,"8.01,9.01",CLINICAL
0001564590-21-005005,0001339970,aTYR PHARMA INC,2021-02-09,2021-02-09T16:21:44-05:00,True,"8.01,9.01",OTHER
0001564590-21-001138,0001339970,aTYR PHARMA INC,2021-01-14,2021-01-14T08:05:18-05:00,False,"8.01,9.01",OTHER
0001564590-21-000167,0001339970,aTYR PHARMA INC,2021-01-04,2021-01-04T16:20:55-05:00,True,"8.01,9.01",CLINICAL
0001564590-20-026385,0001339970,aTYR PHARMA INC,2020-05-20,2020-05-20T16:19:16-04:00,True,"8.01,9.01",OTHER
0001564590-20-017579,0001339970,aTYR PHARMA INC,2020-04-21,2020-04-21T08:35:18-04:00,False,"8.01,9.01",REGULATORY
0001564590-19-045783,0001339970,aTYR PHARMA INC,2019-12-12,2019-12-12T08:10:16-05:00,False,"8.01,9.01",CLINICAL
0001564590-19-024170,0001339970,aTYR PHARMA INC,2019-07-01,2019-07-01T09:00:42-04:00,False,"5.02,8.01,9.01",OTHER
0001564590-19-024064,0001339970,aTYR PHARMA INC,2019-06-28,2019-06-28T16:15:36-04:00,True,"3.03,5.03,8.01,9.01",OTHER
0001564590-19-011319,0001339970,aTYR PHARMA INC,2019-04-11,2019-04-11T08:30:46-04:00,False,"1.01,8.01,9.01",OTHER
0001193125-25-258474,0001262104,"Lite Strategy, Inc.",2025-10-30,2025-10-30T16:00:27-04:00,True,"5.02,8.01,9.01",OTHER
0000950170-25-102419,0001262104,"Lite Strategy, Inc.",2025-08-05,2025-08-05T08:05:27-04:00,False,"7.01,8.01,9.01",OTHER
0001140361-25-026773,0001262104,"Lite Strategy, Inc.",2025-07-22,2025-07-22T17:22:30-04:00,True,"1.01,1.02,3.02,5.02,8.01,9.01",OTHER
0000929638-24-002259,0001262104,"Lite Strategy, Inc.",2024-06-25,2024-06-25T16:05:16-04:00,True,8.01,OTHER
0000950170-24-017875,0001262104,"Lite Strategy, Inc.",2024-02-21,2024-02-21T16:00:17-05:00,True,"8.01,9.01",OTHER
0000950170-23-069381,0001262104,"Lite Strategy, Inc.",2023-12-11,2023-12-11T16:00:09-05:00,True,"8.01,9.01",CLINICAL
0001193125-23-191945,0001262104,"Lite Strategy, Inc.",2023-07-24,2023-07-24T09:16:29-04:00,False,"1.02,5.07,8.01,9.01",OTHER
0001193125-23-189610,0001262104,"Lite Strategy, Inc.",2023-07-19,2023-07-19T16:02:09-04:00,True,"1.02,8.01,9.01",OTHER
0001193125-23-188930,0001262104,"Lite Strategy, Inc.",2023-07-18,2023-07-18T17:20:27-04:00,True,"8.01,9.01",OTHER
0001193125-23-188090,0001262104,"Lite Strategy, Inc.",2023-07-17,2023-07-17T16:02:00-04:00,True,"8.01,9.01",OTHER
0001193125-23-186570,0001262104,"Lite Strategy, Inc.",2023-07-13,2023-07-13T16:15:59-04:00,True,"8.01,9.01",OTHER
0001193125-23-183853,0001262104,"Lite Strategy, Inc.",2023-07-07,2023-07-07T16:51:30-04:00,True,"8.01,9.01",OTHER
0001193125-23-182031,0001262104,"Lite Strategy, Inc.",2023-07-05,2023-07-05T17:07:06-04:00,True,"8.01,9.01",OTHER
0001193125-23-178569,0001262104,"Lite Strategy, Inc.",2023-06-29,2023-06-29T16:02:04-04:00,True,"8.01,9.01",OTHER
0001193125-23-176628,0001262104,"Lite Strategy, Inc.",2023-06-28,2023-06-28T06:07:29-04:00,False,"8.01,9.01",OTHER
0001193125-23-158451,0001262104,"Lite Strategy, Inc.",2023-06-01,2023-06-01T08:16:51-04:00,False,"8.01,9.01",OTHER
0001193125-23-156923,0001262104,"Lite Strategy, Inc.",2023-05-31,2023-05-30T21:00:58-04:00,True,"8.01,9.01",OTHER
0001193125-23-102213,0001262104,"Lite Strategy, Inc.",2023-04-14,2023-04-14T16:49:02-04:00,True,"3.03,5.03,8.01,9.01",OTHER
0001193125-22-301019,0001262104,"Lite Strategy, Inc.",2022-12-08,2022-12-08T16:04:13-05:00,True,"5.07,8.01,9.01",REGULATORY
0001193125-22-084277,0001262104,"Lite Strategy, Inc.",2022-03-25,2022-03-24T21:56:05-04:00,True,"8.01,9.01",REGULATORY
0001193125-21-349142,0001262104,"Lite Strategy, Inc.",2021-12-06,2021-12-06T17:22:02-05:00,True,"8.01,9.01",OTHER
0001193125-21-342891,0001262104,"Lite Strategy, Inc.",2021-11-30,2021-11-30T07:13:55-05:00,False,"8.01,9.01",CLINICAL
0001193125-21-189193,0001262104,"Lite Strategy, Inc.",2021-06-14,2021-06-11T19:28:07-04:00,True,"8.01,9.01",PRESENTATION
0001193125-21-144939,0001262104,"Lite Strategy, Inc.",2021-04-30,2021-04-30T16:01:56-04:00,True,"5.02,8.01,9.01",OTHER
0001193125-21-114670,0001262104,"Lite Strategy, Inc.",2021-04-13,2021-04-13T16:04:10-04:00,True,"2.02,8.01,9.01",PRESENTATION
0001193125-20-290299,0001262104,"Lite Strategy, Inc.",2020-11-10,2020-11-10T17:11:29-05:00,True,"8.01,9.01",OTHER
0001193125-20-185881,0001262104,"Lite Strategy, Inc.",2020-07-02,2020-07-02T07:31:59-04:00,False,"8.01,9.01",CLINICAL
0001193125-20-106585,0001262104,"Lite Strategy, Inc.",2020-04-14,2020-04-14T13:26:58-04:00,False,"5.02,8.01,9.01",OTHER
0001193125-20-105808,0001262104,"Lite Strategy, Inc.",2020-04-14,2020-04-14T07:31:04-04:00,False,"1.01,1.02,8.01,9.01",OTHER
0001193125-19-316554,0001262104,"Lite Strategy, Inc.",2019-12-18,2019-12-17T21:32:33-05:00,True,"8.01,9.01",OTHER
0001193125-19-189160,0001262104,"Lite Strategy, Inc.",2019-07-03,2019-07-03T15:00:32-04:00,False,"5.02,8.01,9.01",OTHER
0001193125-19-164088,0001262104,"Lite Strategy, Inc.",2019-06-03,2019-06-03T16:06:03-04:00,True,"8.01,9.01",CLINICAL
0001193125-25-269526,0001534133,"CalciMedica, Inc.",2025-11-06,2025-11-06T16:11:13-05:00,True,"8.01,9.01",OTHER
0001193125-25-046225,0001534133,"CalciMedica, Inc.",2025-03-05,2025-03-05T07:08:25-05:00,False,"1.01,2.03,3.02,8.01,9.01",OTHER
0001193125-25-044830,0001534133,"CalciMedica, Inc.",2025-03-04,2025-03-04T07:05:24-05:00,False,"7.01,8.01,9.01",CLINICAL
0001193125-24-283105,0001534133,"CalciMedica, Inc.",2024-12-20,2024-12-20T16:06:00-05:00,True,"8.01,9.01",OTHER
0001193125-24-248761,0001534133,"CalciMedica, Inc.",2024-10-31,2024-10-31T16:48:00-04:00,True,"1.01,8.01,9.01",OTHER
0001193125-24-247643,0001534133,"CalciMedica, Inc.",2024-10-30,2024-10-30T16:56:52-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-24-247004,0001534133,"CalciMedica, Inc.",2024-10-30,2024-10-30T07:24:04-04:00,False,"7.01,8.01,9.01",CLINICAL
0001193125-24-169805,0001534133,"CalciMedica, Inc.",2024-06-27,2024-06-27T08:45:55-04:00,False,"7.01,8.01,9.01",CLINICAL
0001193125-24-081584,0001534133,"CalciMedica, Inc.",2024-03-29,2024-03-29T08:35:33-04:00,False,"8.01,9.01",OTHER
0001193125-24-033981,0001534133,"CalciMedica, Inc.",2024-02-13,2024-02-13T17:30:00-05:00,True,"7.01,8.01,9.01",PRESENTATION
0001193125-24-011738,0001534133,"CalciMedica, Inc.",2024-01-22,2024-01-22T08:42:01-05:00,False,"1.01,2.02,3.02,7.01,8.01,9.01",OTHER
0001193125-23-268948,0001534133,"CalciMedica, Inc.",2023-11-02,2023-11-02T09:26:00-04:00,False,"2.02,8.01,9.01",CLINICAL
0001193125-23-210794,0001534133,"CalciMedica, Inc.",2023-08-11,2023-08-11T16:28:30-04:00,True,"8.01,9.01",OTHER
0001193125-23-137097,0001534133,"CalciMedica, Inc.",2023-05-05,2023-05-05T16:09:11-04:00,True,"3.01,8.01",OTHER
0001193125-23-076714,0001534133,"CalciMedica, Inc.",2023-03-22,2023-03-22T16:18:04-04:00,True,"2.01,3.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",OTHER
0001193125-23-071452,0001534133,"CalciMedica, Inc.",2023-03-15,2023-03-15T17:03:53-04:00,True,"5.07,8.01",OTHER
0001193125-23-059999,0001534133,"CalciMedica, Inc.",2023-03-03,2023-03-03T16:04:13-05:00,True,"5.02,8.01",OTHER
0001193125-22-290485,0001534133,"CalciMedica, Inc.",2022-11-22,2022-11-22T07:51:03-05:00,False,"8.01,9.01",OTHER
0001193125-22-290244,0001534133,"CalciMedica, Inc.",2022-11-22,2022-11-21T21:49:03-05:00,True,"1.01,8.01,9.01",OTHER
0001213900-25-120759,0001074871,"Modular Medical, Inc.",2025-12-11,2025-12-11T17:00:24-05:00,True,"1.01,8.01,9.01",OTHER
0001213900-25-048276,0001074871,"Modular Medical, Inc.",2025-05-28,2025-05-28T16:05:30-04:00,True,"5.02,8.01,9.01",OTHER
0001213900-24-102121,0001074871,"Modular Medical, Inc.",2024-11-25,2024-11-25T15:39:55-05:00,False,"1.01,8.01,9.01",OTHER
0001213900-24-075772,0001074871,"Modular Medical, Inc.",2024-09-05,2024-09-05T06:06:43-04:00,False,"8.01,9.01",REGULATORY
0001213900-24-014985,0001074871,"Modular Medical, Inc.",2024-02-16,2024-02-16T17:27:54-05:00,True,"1.01,8.01,9.01",OTHER
0001213900-24-014542,0001074871,"Modular Medical, Inc.",2024-02-15,2024-02-15T16:01:39-05:00,True,"3.03,5.03,5.07,8.01,9.01",OTHER
0001213900-24-004669,0001074871,"Modular Medical, Inc.",2024-01-19,2024-01-19T08:30:34-05:00,False,"8.01,9.01",REGULATORY
0001213900-23-040917,0001074871,"Modular Medical, Inc.",2023-05-17,2023-05-17T17:21:40-04:00,True,"1.01,8.01,9.01",OTHER
0001019056-22-000518,0001074871,"Modular Medical, Inc.",2022-07-26,2022-07-26T09:00:55-04:00,False,"3.02,5.02,8.01,9.01",OTHER
0001019056-22-000516,0001074871,"Modular Medical, Inc.",2022-07-25,2022-07-22T17:44:16-04:00,True,8.01,OTHER
0001019056-22-000371,0001074871,"Modular Medical, Inc.",2022-05-05,2022-05-05T17:00:32-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001019056-22-000321,0001074871,"Modular Medical, Inc.",2022-04-08,2022-04-08T07:21:40-04:00,False,"8.01,9.01",OTHER
0001019056-22-000236,0001074871,"Modular Medical, Inc.",2022-02-25,2022-02-25T15:59:27-05:00,False,"5.02,8.01,9.01",OTHER
0001019056-22-000180,0001074871,"Modular Medical, Inc.",2022-02-14,2022-02-14T11:29:18-05:00,False,"1.01,8.01,9.01",OTHER
0001019056-22-000025,0001074871,"Modular Medical, Inc.",2022-01-04,2022-01-04T15:12:26-05:00,False,"5.02,8.01,9.01",OTHER
0001019056-21-000626,0001074871,"Modular Medical, Inc.",2021-12-03,2021-12-03T17:11:37-05:00,True,"5.02,8.01,9.01",OTHER
0001019056-21-000620,0001074871,"Modular Medical, Inc.",2021-12-01,2021-12-01T09:26:00-05:00,False,"5.03,8.01,9.01",OTHER
0001019056-21-000475,0001074871,"Modular Medical, Inc.",2021-08-16,2021-08-16T14:44:42-04:00,False,"5.02,8.01,9.01",OTHER
0001019056-21-000212,0001074871,"Modular Medical, Inc.",2021-03-25,2021-03-25T14:04:06-04:00,False,"8.01,9.01",PRESENTATION
0001493152-25-011402,0001401914,"Dare Bioscience, Inc.",2025-07-25,2025-07-25T08:00:27-04:00,False,8.01,OTHER
0001641172-25-020295,0001401914,"Dare Bioscience, Inc.",2025-07-21,2025-07-18T17:48:56-04:00,True,8.01,OTHER
0001641172-25-018894,0001401914,"Dare Bioscience, Inc.",2025-07-14,2025-07-14T08:01:40-04:00,False,"7.01,8.01,9.01",CLINICAL
0001641172-25-016374,0001401914,"Dare Bioscience, Inc.",2025-06-25,2025-06-25T08:00:42-04:00,False,8.01,OTHER
0001641172-25-003887,0001401914,"Dare Bioscience, Inc.",2025-04-11,2025-04-11T17:15:09-04:00,True,8.01,OTHER
0001493152-24-050117,0001401914,"Dare Bioscience, Inc.",2024-12-16,2024-12-16T08:05:12-05:00,False,"7.01,8.01,9.01",REGULATORY
0001493152-24-028443,0001401914,"Dare Bioscience, Inc.",2024-07-19,2024-07-19T08:05:26-04:00,False,"7.01,8.01,9.01",INVALID:COMPLIANCE
0001493152-24-025435,0001401914,"Dare Bioscience, Inc.",2024-06-27,2024-06-27T16:15:21-04:00,True,"3.03,5.03,7.01,8.01,9.01",OTHER
0001493152-23-045515,0001401914,"Dare Bioscience, Inc.",2023-12-20,2023-12-20T08:05:38-05:00,False,"7.01,8.01,9.01",CLINICAL
0001493152-23-038952,0001401914,"Dare Bioscience, Inc.",2023-11-01,2023-11-01T08:05:35-04:00,False,"7.01,8.01,9.01",CLINICAL
0001493152-23-037290,0001401914,"Dare Bioscience, Inc.",2023-10-16,2023-10-16T08:15:35-04:00,False,"7.01,8.01,9.01",OTHER
0001493152-23-030659,0001401914,"Dare Bioscience, Inc.",2023-08-30,2023-08-30T16:05:19-04:00,True,"1.01,8.01,9.01",OTHER
